Gene stable ID	NCBI gene ID	Gene name	Source of gene name	HGNC symbol
ENSG00000160683	643	CXCR5	HGNC Symbol	CXCR5
ENSG00000180304	4947	OAZ2	HGNC Symbol	OAZ2
ENSG00000227930		AC003087.1	Clone-based (Ensembl) gene	
ENSG00000109062	9368	SLC9A3R1	HGNC Symbol	SLC9A3R1
ENSG00000228944		AC004485.1	Clone-based (Ensembl) gene	
ENSG00000224263		CYCSP12	HGNC Symbol	CYCSP12
ENSG00000263878	101410534	DLGAP1-AS4	HGNC Symbol	DLGAP1-AS4
ENSG00000225235	100874118	INTS6L-AS1	HGNC Symbol	INTS6L-AS1
ENSG00000251252		MTND2P31	HGNC Symbol	MTND2P31
ENSG00000248360	201853	LINC00504	HGNC Symbol	LINC00504
ENSG00000229648		RPSAP22	HGNC Symbol	RPSAP22
ENSG00000254840		AC024405.2	Clone-based (Ensembl) gene	
ENSG00000102287	2564	GABRE	HGNC Symbol	GABRE
ENSG00000263012	3884	KRT33B	HGNC Symbol	KRT33B
ENSG00000177337	649446	DLGAP1-AS1	HGNC Symbol	DLGAP1-AS1
ENSG00000108785		HSD17B1P1	HGNC Symbol	HSD17B1P1
ENSG00000255115		AP002812.4	Clone-based (Ensembl) gene	
ENSG00000266962		AC067852.2	Clone-based (Ensembl) gene	
ENSG00000149262	92105	INTS4	HGNC Symbol	INTS4
ENSG00000262466	101928142	AADACL2-AS1	HGNC Symbol	AADACL2-AS1
ENSG00000108786	3292	HSD17B1	HGNC Symbol	HSD17B1
ENSG00000226308		AL122058.1	Clone-based (Ensembl) gene	
ENSG00000198730	9646	CTR9	HGNC Symbol	CTR9
ENSG00000236443	5696	PSMB8	HGNC Symbol	PSMB8
ENSG00000283208		AC001226.2	Clone-based (Ensembl) gene	
ENSG00000214883		AC024405.1	Clone-based (Ensembl) gene	
ENSG00000277863		AL162574.1	Clone-based (Ensembl) gene	
ENSG00000281188		AC233280.10	Clone-based (Ensembl) gene	
ENSG00000229521		MYCBP2-AS2	HGNC Symbol	MYCBP2-AS2
ENSG00000177105	391	RHOG	HGNC Symbol	RHOG
ENSG00000104880	23370	ARHGEF18	HGNC Symbol	ARHGEF18
ENSG00000281562		AC233280.11	Clone-based (Ensembl) gene	
ENSG00000242440		LINC02046	HGNC Symbol	LINC02046
ENSG00000236051	100874212	MYCBP2-AS1	HGNC Symbol	MYCBP2-AS1
ENSG00000281564		AC233280.12	Clone-based (Ensembl) gene	
ENSG00000285557		AC069410.1	Clone-based (Ensembl) gene	
ENSG00000280108		AJ239318.1	Clone-based (Ensembl) gene	
ENSG00000182836	345557	PLCXD3	HGNC Symbol	PLCXD3
ENSG00000118900	29855	UBN1	HGNC Symbol	UBN1
ENSG00000185390		FGF7P2	HGNC Symbol	FGF7P2
ENSG00000250238		AC253576.1	Clone-based (Ensembl) gene	
ENSG00000005812	26224	FBXL3	HGNC Symbol	FBXL3
ENSG00000264246		AP005208.1	Clone-based (Ensembl) gene	
ENSG00000180176	7054	TH	HGNC Symbol	TH
ENSG00000261986	3883	KRT33A	HGNC Symbol	KRT33A
ENSG00000227336		LINC00434	HGNC Symbol	LINC00434
ENSG00000266513		AP002478.2	Clone-based (Ensembl) gene	
ENSG00000114209	11235	PDCD10	HGNC Symbol	PDCD10
ENSG00000262001		DLGAP1-AS2	HGNC Symbol	DLGAP1-AS2
ENSG00000223417	399939	TRIM49D1	HGNC Symbol	TRIM49D1
ENSG00000261520	284215	DLGAP1-AS5	HGNC Symbol	DLGAP1-AS5
ENSG00000236638		AC006455.7	Clone-based (Ensembl) gene	
ENSG00000185037	643955	ZNF733P	HGNC Symbol	ZNF733P
ENSG00000279786		AC105235.1	Clone-based (Ensembl) gene	
ENSG00000232165		AC006455.6	Clone-based (Ensembl) gene	
ENSG00000268292		AC006547.3	Clone-based (Ensembl) gene	
ENSG00000227298		ARAFP3	HGNC Symbol	ARAFP3
ENSG00000227545		AC006455.2	Clone-based (Ensembl) gene	
ENSG00000230000	100287704	AC006455.5	Clone-based (Ensembl) gene	
ENSG00000230000	100287834	AC006455.5	Clone-based (Ensembl) gene	
ENSG00000183597	128989	TANGO2	HGNC Symbol	TANGO2
ENSG00000261536		ABHD17AP9	HGNC Symbol	ABHD17AP9
ENSG00000169398	5747	PTK2	HGNC Symbol	PTK2
ENSG00000279157		AL162574.3	Clone-based (Ensembl) gene	
ENSG00000170579	9229	DLGAP1	HGNC Symbol	DLGAP1
ENSG00000285643		AL354741.1	Clone-based (Ensembl) gene	
ENSG00000172794	326624	RAB37	HGNC Symbol	RAB37
ENSG00000241993		RPL38P1	HGNC Symbol	RPL38P1
ENSG00000227923		AC006455.3	Clone-based (Ensembl) gene	
ENSG00000226587		AC006455.1	Clone-based (Ensembl) gene	
ENSG00000241668		RPL19P11	HGNC Symbol	RPL19P11
ENSG00000228036		HSPD1P9	HGNC Symbol	HSPD1P9
ENSG00000275426		AC253576.2	Clone-based (Ensembl) gene	
ENSG00000274317		LINC02334	HGNC Symbol	LINC02334
ENSG00000250312	255403	ZNF718	HGNC Symbol	ZNF718
ENSG00000223685	100874188	LINC00571	HGNC Symbol	LINC00571
ENSG00000090581	84572	GNPTG	HGNC Symbol	GNPTG
ENSG00000271971		AC120053.1	Clone-based (Ensembl) gene	
ENSG00000005810	23077	MYCBP2	HGNC Symbol	MYCBP2
ENSG00000246662	642924	LINC00535	HGNC Symbol	LINC00535
ENSG00000068120	80347	COASY	HGNC Symbol	COASY
ENSG00000253722		AC010834.1	Clone-based (Ensembl) gene	
ENSG00000279331	55472	RBM12B-AS1	HGNC Symbol	RBM12B-AS1
ENSG00000259706	7190	HSP90B2P	HGNC Symbol	HSP90B2P
ENSG00000253960		AC016885.1	Clone-based (Ensembl) gene	
ENSG00000259228		HNRNPA1P62	HGNC Symbol	HNRNPA1P62
ENSG00000204899	440145	MZT1	HGNC Symbol	MZT1
ENSG00000259257		AC037479.1	Clone-based (Ensembl) gene	
ENSG00000188343	137392	FAM92A	HGNC Symbol	FAM92A
ENSG00000238213		TARDBPP2	HGNC Symbol	TARDBPP2
ENSG00000237906		MUPP	HGNC Symbol	MUPP
ENSG00000168904	123355	LRRC28	HGNC Symbol	LRRC28
ENSG00000116017	1820	ARID3A	HGNC Symbol	ARID3A
ENSG00000136866	7539	ZFP37	HGNC Symbol	ZFP37
ENSG00000250892		AC108475.1	Clone-based (Ensembl) gene	
ENSG00000281819		AC022882.2	Clone-based (Ensembl) gene	
ENSG00000225931		AL139246.2	Clone-based (Ensembl) gene	
ENSG00000263150		OR8J2	HGNC Symbol	OR8J2
ENSG00000002822	8379	MAD1L1	HGNC Symbol	MAD1L1
ENSG00000154438	136991	ASZ1	HGNC Symbol	ASZ1
ENSG00000278718	79792	GSDMD	HGNC Symbol	GSDMD
ENSG00000083520	22894	DIS3	HGNC Symbol	DIS3
ENSG00000253875		AC013643.2	Clone-based (Ensembl) gene	
ENSG00000264729		AC022596.1	Clone-based (Ensembl) gene	
ENSG00000228623		ZNF883	HGNC Symbol	ZNF883
ENSG00000147419	55246	CCDC25	HGNC Symbol	CCDC25
ENSG00000264673		AC098850.1	Clone-based (Ensembl) gene	
ENSG00000188933	162632	USP32P1	HGNC Symbol	USP32P1
ENSG00000188933	100129396	USP32P1	HGNC Symbol	USP32P1
ENSG00000262267		U95743.1	Clone-based (Ensembl) gene	
ENSG00000187017	83715	ESPN	HGNC Symbol	ESPN
ENSG00000184303		DRD5P1	HGNC Symbol	DRD5P1
ENSG00000110321	1982	EIF4G2	HGNC Symbol	EIF4G2
ENSG00000229677		AC018644.1	Clone-based (Ensembl) gene	
ENSG00000105939	56829	ZC3HAV1	HGNC Symbol	ZC3HAV1
ENSG00000205740		AL359878.1	Clone-based (Ensembl) gene	
ENSG00000232656	55853	IDI2-AS1	HGNC Symbol	IDI2-AS1
ENSG00000230712		GGTLC4P	HGNC Symbol	GGTLC4P
ENSG00000260165		AC105036.2	Clone-based (Ensembl) gene	
ENSG00000260235		AC105020.3	Clone-based (Ensembl) gene	
ENSG00000260269		AC105036.3	Clone-based (Ensembl) gene	
ENSG00000236488		PPP1R2P1	HGNC Symbol	PPP1R2P1
ENSG00000239836	5698	PSMB9	HGNC Symbol	PSMB9
ENSG00000262067		AC120057.1	Clone-based (Ensembl) gene	
ENSG00000153684	100132565	GOLGA8F	HGNC Symbol	GOLGA8F
ENSG00000230675	3120	HLA-DQB2	HGNC Symbol	HLA-DQB2
ENSG00000169410	5780	PTPN9	HGNC Symbol	PTPN9
ENSG00000267852		AC119396.2	Clone-based (Ensembl) gene	
ENSG00000267159		AC005379.1	Clone-based (Ensembl) gene	
ENSG00000263264		AC119396.1	Clone-based (Ensembl) gene	
ENSG00000275162		AC005391.1	Clone-based (Ensembl) gene	
ENSG00000277549		AL359920.1	Clone-based (Ensembl) gene	
ENSG00000175302		ANKRD30BP1	HGNC Symbol	ANKRD30BP1
ENSG00000164037	150159	SLC9B1	HGNC Symbol	SLC9B1
ENSG00000233802	729384	TRIM49D2	HGNC Symbol	TRIM49D2
ENSG00000265888	101927698	DSCAS	HGNC Symbol	DSCAS
ENSG00000268651	246100	CTAG1A	HGNC Symbol	CTAG1A
ENSG00000263698		AC012417.1	Clone-based (Ensembl) gene	
ENSG00000134765	1823	DSC1	HGNC Symbol	DSC1
ENSG00000197746	5660	PSAP	HGNC Symbol	PSAP
ENSG00000268861	23370	AC008878.3	Clone-based (Ensembl) gene	
ENSG00000274516	653123	FAM74A6	HGNC Symbol	FAM74A6
ENSG00000219280		VN1R8P	HGNC Symbol	VN1R8P
ENSG00000278485		AL590491.3	Clone-based (Ensembl) gene	
ENSG00000276422		AL590491.2	Clone-based (Ensembl) gene	
ENSG00000226930		GTF2IP2	HGNC Symbol	GTF2IP2
ENSG00000128262	29774	POM121L9P	HGNC Symbol	POM121L9P
ENSG00000248766		AC093303.1	Clone-based (Ensembl) gene	
ENSG00000145526	1016	CDH18	HGNC Symbol	CDH18
ENSG00000183439	391712	TRIM61	HGNC Symbol	TRIM61
ENSG00000248477		AC139495.1	Clone-based (Ensembl) gene	
ENSG00000250486	152756	FAM218A	HGNC Symbol	FAM218A
ENSG00000180150		HMGN2P9	HGNC Symbol	HMGN2P9
ENSG00000233157		Z97055.1	Clone-based (Ensembl) gene	
ENSG00000262213		AC144836.1	Clone-based (Ensembl) gene	
ENSG00000223843	100874197	EFCAB6-AS1	HGNC Symbol	EFCAB6-AS1
ENSG00000266129		SRP68P1	HGNC Symbol	SRP68P1
ENSG00000205899	727857	BHLHA9	HGNC Symbol	BHLHA9
ENSG00000248769		AC139495.2	Clone-based (Ensembl) gene	
ENSG00000226478		UPF3AP1	HGNC Symbol	UPF3AP1
ENSG00000248632		AC106872.5	Clone-based (Ensembl) gene	
ENSG00000272815		AC098850.4	Clone-based (Ensembl) gene	
ENSG00000250138		AC139495.3	Clone-based (Ensembl) gene	
ENSG00000186976	64800	EFCAB6	HGNC Symbol	EFCAB6
ENSG00000253203		GUSBP3	HGNC Symbol	GUSBP3
ENSG00000254459		AP002812.2	Clone-based (Ensembl) gene	
ENSG00000225098		BCRP1	HGNC Symbol	BCRP1
ENSG00000236814		AC046176.1	Clone-based (Ensembl) gene	
ENSG00000225648	155370	SBDSP1	HGNC Symbol	SBDSP1
ENSG00000004939	6521	SLC4A1	HGNC Symbol	SLC4A1
ENSG00000264892		NOS2P4	HGNC Symbol	NOS2P4
ENSG00000261524		ABCB10P3	HGNC Symbol	ABCB10P3
ENSG00000204161	170371	TMEM273	HGNC Symbol	TMEM273
ENSG00000279016		AC093648.1	Clone-based (Ensembl) gene	
ENSG00000131386	117248	GALNT15	HGNC Symbol	GALNT15
ENSG00000249317	105377480	AC002460.1	Clone-based (Ensembl) gene	
ENSG00000282574		AC243824.1	Clone-based (Ensembl) gene	
ENSG00000275331	368	ABCC6	HGNC Symbol	ABCC6
ENSG00000249752		AC108156.1	Clone-based (Ensembl) gene	
ENSG00000250252		LINC02430	HGNC Symbol	LINC02430
ENSG00000248210	101927849	LINC02355	HGNC Symbol	LINC02355
ENSG00000258458		AL160314.2	Clone-based (Ensembl) gene	
ENSG00000259932		AC051619.7	Clone-based (Ensembl) gene	
ENSG00000007520	115939	TSR3	HGNC Symbol	TSR3
ENSG00000248925	102467073	HRAT5	NCBI gene	
ENSG00000231591	100507463	PSMB8-AS1	HGNC Symbol	PSMB8-AS1
ENSG00000140279	50506	DUOX2	HGNC Symbol	DUOX2
ENSG00000179994	441251	SPDYE7P	HGNC Symbol	SPDYE7P
ENSG00000268985		AC020908.2	Clone-based (Ensembl) gene	
ENSG00000253390		AC104561.1	Clone-based (Ensembl) gene	
ENSG00000253483		AC104561.2	Clone-based (Ensembl) gene	
ENSG00000127533	9002	F2RL3	HGNC Symbol	F2RL3
ENSG00000258823		AL160314.3	Clone-based (Ensembl) gene	
ENSG00000255966		AC006064.3	Clone-based (Ensembl) gene	
ENSG00000184414		IRS3P	HGNC Symbol	IRS3P
ENSG00000248099	3640	INSL3	HGNC Symbol	INSL3
ENSG00000283541	101930090	BX005040.4	Clone-based (Ensembl) gene	
ENSG00000228869		COX4I1P2	HGNC Symbol	COX4I1P2
ENSG00000237876		AKR1B1P4	HGNC Symbol	AKR1B1P4
ENSG00000144028	23020	SNRNP200	HGNC Symbol	SNRNP200
ENSG00000235366	103752581	LINC01055	HGNC Symbol	LINC01055
ENSG00000008988	6224	RPS20	HGNC Symbol	RPS20
ENSG00000160209	8566	PDXK	HGNC Symbol	PDXK
ENSG00000160209	105372824	PDXK	HGNC Symbol	PDXK
ENSG00000228037	100996583	AL139246.3	Clone-based (Ensembl) gene	
ENSG00000224621		AL451042.1	Clone-based (Ensembl) gene	
ENSG00000268170		AC073342.2	Clone-based (Ensembl) gene	
ENSG00000221937	259286	TAS2R40	HGNC Symbol	TAS2R40
ENSG00000163499	1412	CRYBA2	HGNC Symbol	CRYBA2
ENSG00000119013	4709	NDUFB3	HGNC Symbol	NDUFB3
ENSG00000142632	128272	ARHGEF19	HGNC Symbol	ARHGEF19
ENSG00000260132		AL032819.1	Clone-based (Ensembl) gene	
ENSG00000260425		AL031709.1	Clone-based (Ensembl) gene	
ENSG00000169371	10073	SNUPN	HGNC Symbol	SNUPN
ENSG00000007516	8938	BAIAP3	HGNC Symbol	BAIAP3
ENSG00000275056		AC020663.3	Clone-based (Ensembl) gene	
ENSG00000140632	84656	GLYR1	HGNC Symbol	GLYR1
ENSG00000171680	57449	PLEKHG5	HGNC Symbol	PLEKHG5
ENSG00000258573	254028	AL163195.2	Clone-based (Ensembl) gene	
ENSG00000088970	55857	KIZ	HGNC Symbol	KIZ
ENSG00000223725		AC009226.1	Clone-based (Ensembl) gene	
ENSG00000173464	122651	RNASE11	HGNC Symbol	RNASE11
ENSG00000275080	3802	KIR2DL1	HGNC Symbol	KIR2DL1
ENSG00000275080	107987438	KIR2DL1	HGNC Symbol	KIR2DL1
ENSG00000275080	112267881	KIR2DL1	HGNC Symbol	KIR2DL1
ENSG00000249854		CDH18-AS1	HGNC Symbol	CDH18-AS1
ENSG00000214132		AC094103.1	Clone-based (Ensembl) gene	
ENSG00000261873		SMIM36	HGNC Symbol	SMIM36
ENSG00000115942	4999	ORC2	HGNC Symbol	ORC2
ENSG00000254818		AP004607.3	Clone-based (Ensembl) gene	
ENSG00000083544	81550	TDRD3	HGNC Symbol	TDRD3
ENSG00000234920	534	ATP6V1G2	HGNC Symbol	ATP6V1G2
ENSG00000228168		HNRNPA1P21	HGNC Symbol	HNRNPA1P21
ENSG00000238267		AC104850.1	Clone-based (Ensembl) gene	
ENSG00000223668		EEF1A1P24	HGNC Symbol	EEF1A1P24
ENSG00000181378	255101	CFAP65	HGNC Symbol	CFAP65
ENSG00000234688		AL049749.1	Clone-based (Ensembl) gene	
ENSG00000236208		C10orf71-AS1	HGNC Symbol	C10orf71-AS1
ENSG00000233508		AL021395.1	Clone-based (Ensembl) gene	
ENSG00000276928		AC091304.9	Clone-based (Ensembl) gene	
ENSG00000234166		ARHGEF19-AS1	HGNC Symbol	ARHGEF19-AS1
ENSG00000274532		AC091304.6	Clone-based (Ensembl) gene	
ENSG00000284628		AC091304.10	Clone-based (Ensembl) gene	
ENSG00000260159		AC091304.2	Clone-based (Ensembl) gene	
ENSG00000261365		AC138749.4	Clone-based (Ensembl) gene	
ENSG00000236959		SULT1D1P	HGNC Symbol	SULT1D1P
ENSG00000274814		AC138749.5	Clone-based (Ensembl) gene	
ENSG00000284695		AC108941.2	Clone-based (Ensembl) gene	
ENSG00000213630		BOLA3P3	HGNC Symbol	BOLA3P3
ENSG00000249768		HSPE1P10	HGNC Symbol	HSPE1P10
ENSG00000251072	102723557	LMNB1-DT	HGNC Symbol	LMNB1-DT
ENSG00000109680	55296	TBC1D19	HGNC Symbol	TBC1D19
ENSG00000226841	401250	MCCD1	HGNC Symbol	MCCD1
ENSG00000279223		AC073342.3	Clone-based (Ensembl) gene	
ENSG00000109193	6783	SULT1E1	HGNC Symbol	SULT1E1
ENSG00000260035		AC051619.8	Clone-based (Ensembl) gene	
ENSG00000259519		AC051619.4	Clone-based (Ensembl) gene	
ENSG00000137857	53905	DUOX1	HGNC Symbol	DUOX1
ENSG00000254899	100532737	ATP6V1G2-DDX39B	NCBI gene	
ENSG00000065057	4913	NTHL1	HGNC Symbol	NTHL1
ENSG00000274904		AC093512.1	Clone-based (Ensembl) gene	
ENSG00000285043	226	AC093512.2	Clone-based (Ensembl) gene	
ENSG00000258436	493901	RNASE12	HGNC Symbol	RNASE12
ENSG00000259060		AL163195.3	Clone-based (Ensembl) gene	
ENSG00000228245	106478957	DDX39B-AS1	HGNC Symbol	DDX39B-AS1
ENSG00000253312		AC022616.3	Clone-based (Ensembl) gene	
ENSG00000278528		AC145285.7	Clone-based (Ensembl) gene	
ENSG00000253186		AC022616.2	Clone-based (Ensembl) gene	
ENSG00000240634		AC145285.1	Clone-based (Ensembl) gene	
ENSG00000251417		AC145285.2	Clone-based (Ensembl) gene	
ENSG00000253606		AFG3L2P1	HGNC Symbol	AFG3L2P1
ENSG00000225018		AC092647.1	Clone-based (Ensembl) gene	
ENSG00000011451	58525	WIZ	HGNC Symbol	WIZ
ENSG00000132017	90379	DCAF15	HGNC Symbol	DCAF15
ENSG00000155438	84365	NIFK	HGNC Symbol	NIFK
ENSG00000155659	11326	VSIG4	HGNC Symbol	VSIG4
ENSG00000153406	57407	NMRAL1	HGNC Symbol	NMRAL1
ENSG00000177354	118461	C10orf71	HGNC Symbol	C10orf71
ENSG00000279721		AC018737.2	Clone-based (Ensembl) gene	
ENSG00000230993		RPL12P15	HGNC Symbol	RPL12P15
ENSG00000213239		NPM1P32	HGNC Symbol	NPM1P32
ENSG00000236859	254128	NIFK-AS1	HGNC Symbol	NIFK-AS1
ENSG00000132000	79883	PODNL1	HGNC Symbol	PODNL1
ENSG00000226038		PPIAP21	HGNC Symbol	PPIAP21
ENSG00000237555		AL031681.1	Clone-based (Ensembl) gene	
ENSG00000233711		EIF4EBP2P1	HGNC Symbol	EIF4EBP2P1
ENSG00000165606	644168	DRGX	HGNC Symbol	DRGX
ENSG00000176349		AC104129.1	Clone-based (Ensembl) gene	
ENSG00000083535	10464	PIBF1	HGNC Symbol	PIBF1
ENSG00000235499		AC073046.1	Clone-based (Ensembl) gene	
ENSG00000262282		AC003958.4	Clone-based (Ensembl) gene	
ENSG00000260526		AC109347.1	Clone-based (Ensembl) gene	
ENSG00000262591		TBC1D3P7	HGNC Symbol	TBC1D3P7
ENSG00000227499		AC092647.2	Clone-based (Ensembl) gene	
ENSG00000102057	3750	KCND1	HGNC Symbol	KCND1
ENSG00000184481	4303	FOXO4	HGNC Symbol	FOXO4
ENSG00000260796		AC145285.3	Clone-based (Ensembl) gene	
ENSG00000262851	219464	OR5T2	HGNC Symbol	OR5T2
ENSG00000234713		AC022616.1	Clone-based (Ensembl) gene	
ENSG00000234640		AL390763.1	Clone-based (Ensembl) gene	
ENSG00000253707		AC022616.4	Clone-based (Ensembl) gene	
ENSG00000228184		SNX19P1	HGNC Symbol	SNX19P1
ENSG00000263341	83902	KRTAP17-1	HGNC Symbol	KRTAP17-1
ENSG00000278837		AP004607.9	Clone-based (Ensembl) gene	
ENSG00000280953	101927381	LINC01163	NCBI gene	
ENSG00000236319		AC105021.1	Clone-based (Ensembl) gene	
ENSG00000263186	100505753	KRTAP16-1	HGNC Symbol	KRTAP16-1
ENSG00000262135		GARSP1	HGNC Symbol	GARSP1
ENSG00000281837		AC217778.1	Clone-based (Ensembl) gene	
ENSG00000253826		WBP1LP10	HGNC Symbol	WBP1LP10
ENSG00000276983		AC009892.2	Clone-based (Ensembl) gene	
ENSG00000224777		OR4F2P	HGNC Symbol	OR4F2P
ENSG00000229301		AC006455.4	Clone-based (Ensembl) gene	
ENSG00000254468		AC069287.1	Clone-based (Ensembl) gene	
ENSG00000280388		AC006330.1	Clone-based (Ensembl) gene	
ENSG00000127952	51657	STYXL1	HGNC Symbol	STYXL1
ENSG00000254091		AC022784.4	Clone-based (Ensembl) gene	
ENSG00000114520	8723	SNX4	HGNC Symbol	SNX4
ENSG00000253735		AC021736.1	Clone-based (Ensembl) gene	
ENSG00000253252		AC022784.2	Clone-based (Ensembl) gene	
ENSG00000270921		CICP23	HGNC Symbol	CICP23
ENSG00000248538	157273	AC022784.1	Clone-based (Ensembl) gene	
ENSG00000248538	101929128	AC022784.1	Clone-based (Ensembl) gene	
ENSG00000277789	147798	TMC4	HGNC Symbol	TMC4
ENSG00000168488	11273	ATXN2L	HGNC Symbol	ATXN2L
ENSG00000184811	286753	TRARG1	HGNC Symbol	TRARG1
ENSG00000183808	389677	RBM12B	HGNC Symbol	RBM12B
ENSG00000049323	4052	LTBP1	HGNC Symbol	LTBP1
ENSG00000276526		LILRP1	HGNC Symbol	LILRP1
ENSG00000248725		AC097488.1	Clone-based (Ensembl) gene	
ENSG00000249283		ACTR3BP4	HGNC Symbol	ACTR3BP4
ENSG00000226658		RPL23AP30	HGNC Symbol	RPL23AP30
ENSG00000183308		AC005037.1	Clone-based (Ensembl) gene	
ENSG00000008710	5310	PKD1	HGNC Symbol	PKD1
ENSG00000145354	493856	CISD2	HGNC Symbol	CISD2
ENSG00000101220	54976	C20orf27	HGNC Symbol	C20orf27
ENSG00000225695		HNRNPA1P35	HGNC Symbol	HNRNPA1P35
ENSG00000155744	285172	FAM126B	HGNC Symbol	FAM126B
ENSG00000147168	3561	IL2RG	HGNC Symbol	IL2RG
ENSG00000168078	55872	PBK	HGNC Symbol	PBK
ENSG00000232155		AC244090.1	Clone-based (Ensembl) gene	
ENSG00000259931		AC105036.1	Clone-based (Ensembl) gene	
ENSG00000122585	4852	NPY	HGNC Symbol	NPY
ENSG00000184033	1485	CTAG1B	HGNC Symbol	CTAG1B
ENSG00000253781		ZNF317P1	HGNC Symbol	ZNF317P1
ENSG00000253854		AC010834.3	Clone-based (Ensembl) gene	
ENSG00000268080		AC016885.3	Clone-based (Ensembl) gene	
ENSG00000254089		AC016885.2	Clone-based (Ensembl) gene	
ENSG00000276740		AL445649.1	Clone-based (Ensembl) gene	
ENSG00000227248		FAM155A-IT1	HGNC Symbol	FAM155A-IT1
ENSG00000204442	728215	FAM155A	HGNC Symbol	FAM155A
ENSG00000262113		AC010614.1	Clone-based (Ensembl) gene	
ENSG00000279389	9710	KIAA0355	HGNC Symbol	KIAA0355
ENSG00000170425	136	ADORA2B	HGNC Symbol	ADORA2B
ENSG00000250651		PABPC1P7	HGNC Symbol	PABPC1P7
ENSG00000178503		NECAP1P1	HGNC Symbol	NECAP1P1
ENSG00000248229		AC106872.4	Clone-based (Ensembl) gene	
ENSG00000224151		USP9YP28	HGNC Symbol	USP9YP28
ENSG00000251478		AC008817.1	Clone-based (Ensembl) gene	
ENSG00000285115		AL162588.1	Clone-based (Ensembl) gene	
ENSG00000250887		AC106872.10	Clone-based (Ensembl) gene	
ENSG00000284763		AL449105.1	Clone-based (Ensembl) gene	
ENSG00000224190	728327	AL355537.1	Clone-based (Ensembl) gene	
ENSG00000284962		AL449105.3	Clone-based (Ensembl) gene	
ENSG00000273773		AC244107.2	Clone-based (Ensembl) gene	
ENSG00000238088		OFD1P7Y	HGNC Symbol	OFD1P7Y
ENSG00000225144		AC018643.1	Clone-based (Ensembl) gene	
ENSG00000230572		AC027612.2	Clone-based (Ensembl) gene	
ENSG00000236284		VN1R31P	HGNC Symbol	VN1R31P
ENSG00000223436		AC011625.1	Clone-based (Ensembl) gene	
ENSG00000186300	148254	ZNF555	HGNC Symbol	ZNF555
ENSG00000232985		AL355537.2	Clone-based (Ensembl) gene	
ENSG00000221866	91584	PLXNA4	HGNC Symbol	PLXNA4
ENSG00000149925	226	ALDOA	HGNC Symbol	ALDOA
ENSG00000217179		MTCYBP2	HGNC Symbol	MTCYBP2
ENSG00000230361		VN1R32P	HGNC Symbol	VN1R32P
ENSG00000225424		AL391869.1	Clone-based (Ensembl) gene	
ENSG00000106483	6424	SFRP4	HGNC Symbol	SFRP4
ENSG00000230600		AC073188.3	Clone-based (Ensembl) gene	
ENSG00000185275		CD24P4	HGNC Symbol	CD24P4
ENSG00000285615		AL359508.1	Clone-based (Ensembl) gene	
ENSG00000232817		AC073188.4	Clone-based (Ensembl) gene	
ENSG00000093217	9942	XYLB	HGNC Symbol	XYLB
ENSG00000217896		ZNF839P1	HGNC Symbol	ZNF839P1
ENSG00000176728	83869	TTTY14	HGNC Symbol	TTTY14
ENSG00000175376	84285	EIF1AD	HGNC Symbol	EIF1AD
ENSG00000120686	51569	UFM1	HGNC Symbol	UFM1
ENSG00000021826	1373	CPS1	HGNC Symbol	CPS1
ENSG00000236540		AC006547.1	Clone-based (Ensembl) gene	
ENSG00000035141	84908	FAM136A	HGNC Symbol	FAM136A
ENSG00000253887		AC022784.3	Clone-based (Ensembl) gene	
ENSG00000224090	100129175	AC097468.1	Clone-based (Ensembl) gene	
ENSG00000254237		AC021242.2	Clone-based (Ensembl) gene	
ENSG00000249073	105664404	WSPAR	HGNC Symbol	WSPAR
ENSG00000279949		AC022784.6	Clone-based (Ensembl) gene	
ENSG00000136122	79866	BORA	HGNC Symbol	BORA
ENSG00000011201	3730	ANOS1	HGNC Symbol	ANOS1
ENSG00000279181		AC110801.1	Clone-based (Ensembl) gene	
ENSG00000105639	3718	JAK3	HGNC Symbol	JAK3
ENSG00000187605	200424	TET3	HGNC Symbol	TET3
ENSG00000225314		AC018634.1	Clone-based (Ensembl) gene	
ENSG00000086289	54749	EPDR1	HGNC Symbol	EPDR1
ENSG00000285171		AL590764.2	Clone-based (Ensembl) gene	
ENSG00000130731	84326	METTL26	HGNC Symbol	METTL26
ENSG00000204165	158830	CXorf65	HGNC Symbol	CXorf65
ENSG00000078579	26281	FGF20	HGNC Symbol	FGF20
ENSG00000233849		AC022201.2	Clone-based (Ensembl) gene	
ENSG00000236552	728658	RPL13AP5	HGNC Symbol	RPL13AP5
ENSG00000177951	51272	BET1L	HGNC Symbol	BET1L
ENSG00000255931		AP003108.1	Clone-based (Ensembl) gene	
ENSG00000267063		AC006130.1	Clone-based (Ensembl) gene	
ENSG00000274282		AC010133.1	Clone-based (Ensembl) gene	
ENSG00000204950	390205	LRRC10B	HGNC Symbol	LRRC10B
ENSG00000144891	185	AGTR1	HGNC Symbol	AGTR1
ENSG00000164066	27152	INTU	HGNC Symbol	INTU
ENSG00000230072	389376	SFTA2	HGNC Symbol	SFTA2
ENSG00000283444		GPR141BP	HGNC Symbol	GPR141BP
ENSG00000101844	115201	ATG4A	HGNC Symbol	ATG4A
ENSG00000187037	353345	GPR141	HGNC Symbol	GPR141
ENSG00000164111	308	ANXA5	HGNC Symbol	ANXA5
ENSG00000086288	51314	NME8	HGNC Symbol	NME8
